2026-08-01 14:11:34 | INFO | PYTHONHASHSEED correctly pinned to 42 before interpreter start.
2026-08-01 15:09:44 | INFO | [Gamma=20.000] ramp exponent 0.751 on w >= w_delta_applied (n=10) against 0.733 on w >= w*_predicted (n=11); v87 app:scaling prints the former. DetRate_Data in [0.9975, 0.9975], censoring max 0.0025, Concept hold-out FPR 0.0850 vs detection [0.0525, 0.0525]
2026-08-01 15:09:54 | INFO | [ladder] lambda_iid by horizon, from one nested set of trajectories:
2026-08-01 15:09:54 | INFO | [ladder]   H =     77000  lambda_iid = 111.0251
2026-08-01 15:09:54 | INFO | [ladder]   H =    200000  lambda_iid = 128.6319
2026-08-01 15:09:54 | INFO | [ladder]   H =   3000000  lambda_iid = 282.5363
2026-08-01 15:09:54 | INFO | [ladder] log-log slope over the three horizons: 0.2628. This is a descriptive slope through three perfectly dependent measurements -- the same 400 trajectories read at three prefixes -- so it carries no standard error and none is emitted. Siegmund's ARL_0 formula would give a growth in log H, whose Cramer condition squared innovations do not satisfy.
2026-08-01 15:09:54 | INFO | [control b] mon_len constant at 3000000 across the 5 penalties.
2026-08-01 15:09:54 | INFO | [control b] realised null levels [0.025, 0.035, 0.035, 0.04, 0.0475] ([10, 14, 14, 16, 19] alarms of 400); chi-square homogeneity 3.07 on 4 dof, p = 0.546.
2026-08-01 15:09:54 | INFO | [control b] pooled realised level 0.0365, Wilson [0.0291, 0.0456], against the 0.05 v87 states for every Data arm. Target OUTSIDE the interval.
2026-08-01 15:09:54 | INFO | [control h] 5 simultaneous cells at a 0.05 level: the probability of at least one rejection under the null of correct calibration is 1 - (1 - 0.05)^5 = 0.226. Above 5%, so no per-cell binary gate is used; the levels are tested as a distribution instead.
2026-08-01 15:09:54 | INFO | [control h] per-cell two-sided binomial p-values [0.0208, 0.2054, 0.2054, 0.4218, 0.9089]; Kolmogorov-Smirnov against Uniform(0,1): D = 0.3946, p = 0.3235. Descriptive, retained in the CSV, and not an acceptance criterion.
2026-08-01 15:09:54 | INFO | [control f] budget 3e6: lambda*(Gamma)/Gamma = [326.5, 327.6, 379.0, 436.5, 555.0] against lambda_iid_H = 282.54; departure from the lambda_iid x Gamma rule +15.6% to +96.4%.
2026-08-01 15:09:54 | INFO | [control c] Concept hold-out FPR 0.0850, detection under the ramp in [0.0525, 0.0525] across all 85 cells. The sign stream does not see the pathology, so this equality is an identity of the design; the positive control of step a is what shows the instrument responsive.
2026-08-01 15:09:54 | INFO | [diagnostic] literal lambda_C = 10.0 at H = 3000000: hold-out FPR 1.0000, detection under the ramp in [1.0000, 1.0000]. A threshold fixed at 10 is far below the running maximum of a CUSUM over this horizon, so the arm saturates; that is the price of the v87 numeral at this budget.
2026-08-01 15:09:54 | INFO | Wrote results/R05_scale_law/data/R05_ramp_multigamma_3e6.csv (85 rows)
2026-08-01 15:09:54 | INFO | Wrote results/R05_scale_law/data/R05_lambda_iid_horizon.csv (3 rows)
2026-08-01 15:09:54 | INFO | [ladder] cross-check at H = 3000000: ladder 282.536302 against campaign 282.536302, absolute gap 0. Both read the same 'iid' seed block over the same prefix, so the gap must be zero.
2026-08-01 15:09:54 | INFO | Step b (3e6) elapsed: 3500.5 s
